,State Name,ID,CaseNo,VehicleNo,CrashType,First Distraction,Second Distraction,Driver Action
1202,Texas,8260001,826,1,"Stopped, Straight",Not Distracted,Not Distracted,Driver Did Not Maneuver To Avoid
1203,Texas,8260002,826,2,Stopped,Not Distracted,Not Distracted,Motor Vehicle
1204,Texas,8270001,827,1,Control/Traction Loss,Not Distracted,Not Distracted,Not Reported
1205,Texas,8280001,828,1,Struck On The Left,"Inattention (Inattentive), Details Unknown","Inattention (Inattentive), Details Unknown",Not Reported
1206,Texas,8280002,828,2,Striking From The Left,Not Distracted,Not Distracted,Not Reported
1207,Texas,8290001,829,1,Lateral Move (Left/Right),Not Distracted,Not Distracted,Not Reported
1208,Texas,8290002,829,2,Lateral Move (Going Straight),Not Distracted,Not Distracted,Not Reported
1209,Texas,8300001,830,1,Striking From The Left,Not Distracted,Not Distracted,Motor Vehicle
1210,Texas,8300002,830,2,Struck On The Left,Not Distracted,Not Distracted,Not Reported
1211,Texas,8300003,830,3,Other Crash Type,Not Distracted,Not Distracted,Not Reported
1212,Texas,8310001,831,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
1213,Texas,8320001,832,1,Pedestrian/ Animal,Not Distracted,Not Distracted,Not Reported
1214,Texas,8330001,833,1,Turn Into Opposite Directions (Turning Left),Not Distracted,Not Distracted,Not Reported
1215,Texas,8330002,833,2,Turn Into Opposite Directions (Going Straight),Not Distracted,Not Distracted,Not Reported
1216,Texas,8340001,834,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
1217,Texas,8350001,835,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
1218,Texas,8360001,836,1,Changing Lanes To The Left,Not Distracted,Not Distracted,Motor Vehicle
1219,Texas,8360002,836,2,Straight Ahead On Left/Right,Not Distracted,Not Distracted,Not Reported
1220,Texas,8360003,836,3,Other Crash Type,Not Distracted,Not Distracted,Not Reported
1221,Texas,8370001,837,1,Lateral Move (Left/Right),Not Distracted,Not Distracted,Not Reported
1222,Texas,8370002,837,2,Lateral Move (Going Straight),Not Distracted,Not Distracted,Not Reported
1223,Texas,8380001,838,1,Struck On The Left,Not Distracted,Not Distracted,Not Reported
1224,Texas,8380002,838,2,Striking From The Left,Not Distracted,Not Distracted,Not Reported
1225,Texas,8390001,839,1,Control/Traction Loss,Not Distracted,Not Distracted,Not Reported
1226,Texas,8400001,840,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
1227,Texas,8400002,840,2,Other Crash Type,Not Distracted,Not Distracted,Driver Did Not Maneuver To Avoid
1228,Texas,8410001,841,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
1229,Texas,8420001,842,1,Turn Into Opposite Directions (Turning Left),Not Distracted,Not Distracted,Driver Did Not Maneuver To Avoid
1230,Texas,8420002,842,2,Turn Into Opposite Directions (Going Straight),Not Distracted,Not Distracted,Driver Did Not Maneuver To Avoid
1231,Texas,8430001,843,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
1232,Texas,8440001,844,1,Pedestrian/ Animal,Not Distracted,Not Distracted,Not Reported
1233,Texas,8450001,845,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
1234,Texas,8460001,846,1,Pedestrian/ Animal,Not Distracted,Not Distracted,Not Reported
1235,Texas,8470001,847,1,Pedestrian/ Animal,"Inattention (Inattentive), Details Unknown","Inattention (Inattentive), Details Unknown","Pedestrian, Pedalcyclist Or Other Non-Motorist"
1236,Texas,8490001,849,1,Struck On The Left,Not Distracted,Not Distracted,Not Reported
1237,Texas,8490002,849,2,Striking From The Left,Not Distracted,Not Distracted,Not Reported
1238,Texas,8490003,849,3,Other Crash Type,Not Distracted,Not Distracted,Driver Did Not Maneuver To Avoid
1239,Texas,8490004,849,4,Other Crash Type,Not Distracted,Not Distracted,Driver Did Not Maneuver To Avoid
1240,Texas,8500001,850,1,Lateral Move (Left/Right),Not Distracted,Not Distracted,Not Reported
1241,Texas,8500002,850,2,Lateral Move (Going Straight),Not Distracted,Not Distracted,Not Reported
1242,Texas,8510001,851,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
1243,Texas,8520001,852,1,Drive Off Road,Not Distracted,Not Distracted,Driver Did Not Maneuver To Avoid
1244,Texas,8530001,853,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
1245,Texas,8540001,854,1,Lateral Move (Left/Right),Not Distracted,Not Distracted,Not Reported
1246,Texas,8540002,854,2,Lateral Move (Going Straight),Not Distracted,Not Distracted,Not Reported
1247,Texas,8550001,855,1,Lateral Move (Left/Right),Not Distracted,Not Distracted,Not Reported
1248,Texas,8550002,855,2,Lateral Move (Going Straight),Not Distracted,Not Distracted,Not Reported
1249,Texas,8570001,857,1,Pedestrian/ Animal,Not Distracted,Not Distracted,Not Reported
1250,Texas,8580001,858,1,Pedestrian/ Animal,Not Distracted,Not Distracted,Not Reported
1251,Texas,8590001,859,1,Striking From The Left,"Inattention (Inattentive), Details Unknown","Inattention (Inattentive), Details Unknown",Not Reported
1252,Texas,8590002,859,2,Struck On The Left,Not Distracted,Not Distracted,Not Reported
1253,Texas,8600001,860,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
1254,Texas,8600002,860,2,Other Crash Type,Not Distracted,Not Distracted,Driver Did Not Maneuver To Avoid
1255,Texas,8600003,860,3,Other Crash Type,Not Distracted,Not Distracted,Not Reported
1256,Texas,8610001,861,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
1257,Texas,8620001,862,1,Pedestrian/ Animal,Not Distracted,Not Distracted,Not Reported
1258,Texas,8620002,862,2,Other Crash Type,Unknown If Distracted,Unknown If Distracted,Unknown
1259,Texas,8630001,863,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
1260,Texas,8640001,864,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
1261,Texas,8650001,865,1,Striking From The Left,Not Distracted,Not Distracted,Not Reported
1262,Texas,8650002,865,2,Struck On The Left,Not Distracted,Not Distracted,Not Reported
1263,Texas,8660001,866,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
1264,Texas,8670001,867,1,Lateral Move (Left/Right),Not Distracted,Not Distracted,Not Reported
1265,Texas,8670002,867,2,Lateral Move (Going Straight),Not Distracted,Not Distracted,Not Reported
1266,Texas,8680001,868,1,Specifics Other,Not Distracted,Not Distracted,Not Reported
1267,Texas,8680002,868,2,Specifics Other,Not Distracted,Not Distracted,Not Reported
1268,Texas,8680003,868,3,Other Crash Type,Not Distracted,Not Distracted,Not Reported
1269,Texas,8700001,870,1,Pedestrian/ Animal,Not Distracted,Not Distracted,"Pedestrian, Pedalcyclist Or Other Non-Motorist"
1270,Texas,8700002,870,2,Other Crash Type,Not Distracted,Not Distracted,"Pedestrian, Pedalcyclist Or Other Non-Motorist"
1271,Texas,8710001,871,1,Striking From The Right,Not Distracted,Not Distracted,Not Reported
1272,Texas,8710002,871,2,Struck On The Right,Not Distracted,Not Distracted,Not Reported
1273,Texas,8720001,872,1,Lateral Move (Left/Right),Not Distracted,Not Distracted,Not Reported
1274,Texas,8720002,872,2,Lateral Move (Going Straight),Not Distracted,Not Distracted,Motor Vehicle
1275,Texas,8730001,873,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
1276,Texas,8740001,874,1,Turn Into Opposite Directions (Turning Left),Looked But Did Not See,Looked But Did Not See,Driver Did Not Maneuver To Avoid
1277,Texas,8740002,874,2,Turn Into Opposite Directions (Going Straight),Not Distracted,Not Distracted,Motor Vehicle
1278,Texas,8750001,875,1,Other Crash Type,Not Distracted,Not Distracted,Not Reported
1279,Texas,8750002,875,2,Other Crash Type,Not Distracted,Not Distracted,Not Reported
1280,Texas,8760001,876,1,Drive Off Road,Not Distracted,Not Distracted,Driver Did Not Maneuver To Avoid
1281,Texas,8770001,877,1,Pedestrian/ Animal,Not Distracted,Not Distracted,Driver Did Not Maneuver To Avoid
1282,Texas,8780001,878,1,Specifics Other,Not Distracted,Not Distracted,Not Reported
1283,Texas,8780002,878,2,Specifics Other,Not Distracted,Not Distracted,Not Reported
1284,Texas,8790001,879,1,Pedestrian/ Animal,Not Distracted,Not Distracted,Not Reported
1285,Texas,8790002,879,2,Other Crash Type,Unknown If Distracted,Unknown If Distracted,Unknown
1286,Texas,8790003,879,3,Other Crash Type,Unknown If Distracted,Unknown If Distracted,Unknown
1287,Texas,8800001,880,1,Stopped,Other Distraction,Other Distraction,Driver Did Not Maneuver To Avoid
1288,Texas,8800002,880,2,"Stopped, Straight",Not Distracted,Not Distracted,Driver Did Not Maneuver To Avoid
1289,Texas,8800003,880,3,Other Crash Type,Not Distracted,Not Distracted,Driver Did Not Maneuver To Avoid
1290,Texas,8810001,881,1,Slower,Not Distracted,Not Distracted,Not Reported
1291,Texas,8810002,881,2,"Slower, Going Straight",Not Distracted,Not Distracted,Not Reported
1292,Texas,8830001,883,1,Lateral Move (Left/Right),Other Cellular Phone Related,Other Cellular Phone Related,Not Reported
1293,Texas,8830002,883,2,Lateral Move (Going Straight),Not Distracted,Not Distracted,Not Reported
1294,Texas,8840001,884,1,Control/Traction Loss,Not Distracted,Not Distracted,Not Reported
1295,Texas,8850001,885,1,Pedestrian/ Animal,Unknown If Distracted,Unknown If Distracted,Unknown
1296,Texas,8860001,886,1,Specifics Other,Not Distracted,Not Distracted,Motor Vehicle
1297,Texas,8860002,886,2,Specifics Other,Not Distracted,Not Distracted,Motor Vehicle
1298,Texas,8870001,887,1,No Impact,Not Distracted,Not Distracted,Not Reported
1299,Texas,8880001,888,1,Turn Into Opposite Directions (Going Straight),Not Distracted,Not Distracted,Not Reported
1300,Texas,8880002,888,2,Turn Into Opposite Directions (Turning Left),"Inattention (Inattentive), Details Unknown","Inattention (Inattentive), Details Unknown",Not Reported
1301,Texas,8890001,889,1,Struck On The Left,"Inattention (Inattentive), Details Unknown","Inattention (Inattentive), Details Unknown",Driver Did Not Maneuver To Avoid
1302,Texas,8890002,889,2,Striking From The Left,Not Distracted,Not Distracted,Not Reported
1303,Texas,8900001,890,1,Control/Traction Loss,Not Distracted,Not Distracted,Not Reported
1304,Texas,8910001,891,1,Initial Opposite Directions (Left/Right),Not Distracted,Not Distracted,Not Reported
1305,Texas,8910002,891,2,Initial Opposite Directions (Going Straight),Not Distracted,Not Distracted,Not Reported
1306,Texas,8920001,892,1,Turn Into Opposite Directions (Going Straight),Not Distracted,Not Distracted,Not Reported
1307,Texas,8920002,892,2,Turn Into Opposite Directions (Turning Left),Not Distracted,Not Distracted,Not Reported
1308,Texas,8930001,893,1,Control/Traction Loss,Not Distracted,Not Distracted,Not Reported
1309,Texas,8940001,894,1,Pedestrian/ Animal,Not Distracted,Not Distracted,Not Reported
1310,Texas,8950001,895,1,Lateral Move (Left/Right),Not Distracted,Not Distracted,Not Reported
1311,Texas,8950002,895,2,Lateral Move (Going Straight),Not Distracted,Not Distracted,Not Reported
1312,Texas,8960001,896,1,Striking From The Left,Not Distracted,Not Distracted,Not Reported
1313,Texas,8960002,896,2,Struck On The Left,"Inattention (Inattentive), Details Unknown","Inattention (Inattentive), Details Unknown",Not Reported
1314,Texas,8970001,897,1,Drive Off Road,"Inattention (Inattentive), Details Unknown","Inattention (Inattentive), Details Unknown",Not Reported
1315,Texas,8980001,898,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
1316,Texas,8990001,899,1,Control/Traction Loss,Not Distracted,Not Distracted,Not Reported
1317,Texas,9000001,900,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
1318,Texas,9010001,901,1,Drive Off Road,"Inattention (Inattentive), Details Unknown","Inattention (Inattentive), Details Unknown",Not Reported
1319,Texas,9020001,902,1,Pedestrian/ Animal,Unknown If Distracted,Unknown If Distracted,Unknown
1320,Texas,9030001,903,1,Turn Into Opposite Directions (Turning Left),Not Distracted,Not Distracted,Not Reported
1321,Texas,9030002,903,2,Turn Into Opposite Directions (Going Straight),Not Distracted,Not Distracted,Not Reported
1322,Texas,9040001,904,1,Specifics Other,Not Distracted,Not Distracted,Not Reported
1323,Texas,9040002,904,2,Specifics Other,Not Distracted,Not Distracted,Not Reported
1324,Texas,9050001,905,1,Specifics Other,Not Distracted,Not Distracted,Not Reported
1325,Texas,9050002,905,2,Specifics Other,Not Distracted,Not Distracted,Not Reported
1326,Texas,9060001,906,1,Pedestrian/ Animal,Unknown If Distracted,Unknown If Distracted,Unknown
1327,Texas,9070001,907,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
1328,Texas,9080001,908,1,Lateral Move (Left/Right),Not Distracted,Not Distracted,Not Reported
1329,Texas,9080002,908,2,Lateral Move (Going Straight),Not Distracted,Not Distracted,Motor Vehicle
1330,Texas,9090001,909,1,Other Crash Type,Not Distracted,Not Distracted,Not Reported
1331,Texas,9090002,909,2,Other Crash Type,Not Distracted,Not Distracted,Driver Did Not Maneuver To Avoid
1332,Texas,9100001,910,1,Pedestrian/ Animal,Not Distracted,Not Distracted,Not Reported
1333,Texas,9110001,911,1,Specifics Other,Not Distracted,Not Distracted,Motor Vehicle
1334,Texas,9110002,911,2,Specifics Other,"Inattention (Inattentive), Details Unknown","Inattention (Inattentive), Details Unknown",Motor Vehicle
1335,Texas,9120001,912,1,Initial Opposite Directions (Left/Right),Not Distracted,Not Distracted,Not Reported
1336,Texas,9120002,912,2,Initial Opposite Directions (Going Straight),"Distracted By Outside Person, Object Or Event",Eating Or Drinking,Not Reported
1337,Texas,9130001,913,1,Pedestrian/ Animal,Not Distracted,Not Distracted,Not Reported
1338,Texas,9140001,914,1,Striking From The Left,Not Distracted,Not Distracted,Motor Vehicle
1339,Texas,9140002,914,2,Struck On The Left,Not Distracted,Not Distracted,Not Reported
1340,Texas,9150001,915,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
1341,Texas,9160001,916,1,Striking From The Left,Not Distracted,Not Distracted,Not Reported
1342,Texas,9160002,916,2,Struck On The Left,Not Distracted,Not Distracted,Not Reported
1343,Texas,9170001,917,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
1344,Texas,9180001,918,1,Control/Traction Loss,Not Distracted,Not Distracted,Not Reported
1345,Texas,9190001,919,1,Control/Traction Loss,Not Distracted,Not Distracted,Not Reported
1346,Texas,9200001,920,1,Pedestrian/ Animal,Unknown If Distracted,Unknown If Distracted,Unknown
1347,Texas,9210001,921,1,No Impact,Not Distracted,Not Distracted,Not Reported
1348,Texas,9220001,922,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
1349,Texas,9230001,923,1,Lateral Move (Left/Right),Not Distracted,Not Distracted,Not Reported
1350,Texas,9230002,923,2,Lateral Move (Going Straight),Not Distracted,Not Distracted,Not Reported
1351,Texas,9240001,924,1,Turn Into Opposite Directions (Turning Left),"Inattention (Inattentive), Details Unknown","Inattention (Inattentive), Details Unknown",Not Reported
1352,Texas,9240002,924,2,Turn Into Opposite Directions (Going Straight),Not Distracted,Not Distracted,Not Reported
1353,Texas,9250001,925,1,Initial Opposite Directions (Left/Right),Not Distracted,Not Distracted,Not Reported
1354,Texas,9250002,925,2,Initial Opposite Directions (Going Straight),Not Distracted,Not Distracted,Not Reported
1355,Texas,9260001,926,1,No Impact,Not Distracted,Not Distracted,Not Reported
1356,Texas,9270001,927,1,Pedestrian/ Animal,Not Distracted,Not Distracted,"Poor Road Conditions (Puddle, Ice, Pothole, Etc.)"
1357,Texas,9280001,928,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
1358,Texas,9290001,929,1,Turn Into Opposite Directions (Going Straight),Not Distracted,Not Distracted,Not Reported
1359,Texas,9290002,929,2,Turn Into Opposite Directions (Turning Left),Not Distracted,Not Distracted,Not Reported
1360,Texas,9290003,929,3,Other Crash Type,Not Distracted,Not Distracted,Not Reported
1361,Texas,9290004,929,4,Other Crash Type,Not Distracted,Not Distracted,Motor Vehicle
1362,Texas,9300001,930,1,Slower,Not Distracted,Not Distracted,Not Reported
1363,Texas,9300002,930,2,"Slower, Going Straight",Not Distracted,Not Distracted,Not Reported
1364,Texas,9310001,931,1,Control/Traction Loss,Not Distracted,Not Distracted,Not Reported
1365,Texas,9320001,932,1,Other Crash Type,Not Distracted,Not Distracted,Not Reported
1366,Texas,9320002,932,2,Other Crash Type,Not Distracted,Not Distracted,Motor Vehicle
1367,Texas,9330001,933,1,Lateral Move (Left/Right),Not Distracted,Not Distracted,Motor Vehicle
1368,Texas,9330002,933,2,Lateral Move (Going Straight),Not Distracted,Not Distracted,Motor Vehicle
1369,Texas,9340001,934,1,Control/Traction Loss,Not Distracted,Not Distracted,Not Reported
1370,Texas,9350001,935,1,Initial Opposite Directions (Left/Right),Not Distracted,Not Distracted,Not Reported
1371,Texas,9350002,935,2,Initial Opposite Directions (Going Straight),Not Distracted,Not Distracted,Not Reported
1372,Texas,9360001,936,1,Drive Off Road,Unknown If Distracted,Unknown If Distracted,Unknown
1373,Texas,9370001,937,1,Specifics Other,Not Distracted,Not Distracted,Not Reported
1374,Texas,9370002,937,2,Specifics Other,Not Distracted,Not Distracted,Not Reported
1375,Texas,9370003,937,3,Other Crash Type,Not Distracted,Not Distracted,Not Reported
1376,Texas,9390001,939,1,Struck On The Left,Not Distracted,Not Distracted,Not Reported
1377,Texas,9390002,939,2,Striking From The Left,Not Distracted,Not Distracted,Not Reported
1378,Texas,9400001,940,1,Pedestrian/ Animal,Not Distracted,Not Distracted,Not Reported
1379,Texas,9410001,941,1,Stopped,Not Distracted,Not Distracted,Not Reported
1380,Texas,9410002,941,2,"Stopped, Straight",Not Distracted,Not Distracted,Driver Did Not Maneuver To Avoid
1381,Texas,9410003,941,3,Other Crash Type,Not Distracted,Not Distracted,Driver Did Not Maneuver To Avoid
1382,Texas,9410004,941,4,Other Crash Type,Not Distracted,Not Distracted,Driver Did Not Maneuver To Avoid
1383,Texas,9420001,942,1,Slower,Not Distracted,Not Distracted,Driver Did Not Maneuver To Avoid
1384,Texas,9420002,942,2,"Slower, Going Straight",Not Distracted,Not Distracted,Driver Did Not Maneuver To Avoid
1385,Texas,9420003,942,3,Other Crash Type,Not Distracted,Not Distracted,Not Reported
1386,Texas,9430001,943,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
1387,Texas,9440001,944,1,"Slower, Going Straight",Not Distracted,Not Distracted,Driver Did Not Maneuver To Avoid
1388,Texas,9440002,944,2,Slower,Not Distracted,Not Distracted,Motor Vehicle
1389,Texas,9450001,945,1,Other Crash Type,Not Distracted,Not Distracted,Not Reported
1390,Texas,9460001,946,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
1391,Texas,9470001,947,1,Stopped,Not Distracted,Not Distracted,Not Reported
1392,Texas,9470002,947,2,"Stopped, Straight",Not Distracted,Not Distracted,Driver Did Not Maneuver To Avoid
1393,Texas,9470003,947,3,Other Crash Type,Not Distracted,Not Distracted,Driver Did Not Maneuver To Avoid
1394,Texas,9480001,948,1,Slower,Not Distracted,Not Distracted,Not Reported
1395,Texas,9480002,948,2,"Slower, Going Straight",Not Distracted,Not Distracted,Not Reported
1396,Texas,9480003,948,3,Other Crash Type,Not Distracted,Not Distracted,Not Reported
1397,Texas,9490001,949,1,Specifics Other,Not Distracted,Not Distracted,Not Reported
1398,Texas,9490002,949,2,Specifics Other,Not Distracted,Not Distracted,Not Reported
1399,Texas,9490003,949,3,Other Crash Type,Not Distracted,Not Distracted,Not Reported
1400,Texas,9500001,950,1,Pedestrian/ Animal,Not Distracted,Not Distracted,Not Reported
1401,Texas,9510001,951,1,No Impact,Not Distracted,Not Distracted,Not Reported
1402,Texas,9520001,952,1,Initial Opposite Directions (Going Straight),Not Distracted,Not Distracted,Not Reported
1403,Texas,9520002,952,2,Initial Opposite Directions (Left/Right),Not Distracted,Not Distracted,Not Reported
1404,Texas,9520003,952,3,Other Crash Type,Not Distracted,Not Distracted,Driver Did Not Maneuver To Avoid
1405,Texas,9520004,952,4,Other Crash Type,Not Distracted,Not Distracted,Driver Did Not Maneuver To Avoid
1406,Texas,9530001,953,1,Turn Into Opposite Directions (Turning Left),Not Distracted,Not Distracted,Not Reported
1407,Texas,9530002,953,2,Turn Into Opposite Directions (Going Straight),Not Distracted,Not Distracted,Not Reported
1408,Texas,9540001,954,1,Sta. Object,Not Distracted,Not Distracted,Not Reported
1409,Texas,9550001,955,1,Stopped,Not Distracted,Not Distracted,Not Reported
1410,Texas,9550002,955,2,"Stopped, Straight",Not Distracted,Not Distracted,Driver Did Not Maneuver To Avoid
1411,Texas,9560001,956,1,Control/Traction Loss,Not Distracted,Not Distracted,Not Reported
1412,Texas,9570001,957,1,Specifics Other,Not Distracted,Not Distracted,Not Reported
1413,Texas,9570002,957,2,Specifics Other,Not Distracted,Not Distracted,Not Reported
1414,Texas,9580001,958,1,Slower,Not Distracted,Not Distracted,Not Reported
1415,Texas,9580002,958,2,"Slower, Going Straight",Not Distracted,Not Distracted,Not Reported
1416,Texas,9590001,959,1,Control/Traction Loss,Not Distracted,Not Distracted,Not Reported
1417,Texas,9600001,960,1,Lateral Move (Left/Right),Not Distracted,Not Distracted,Not Reported
1418,Texas,9600002,960,2,Lateral Move (Going Straight),Not Distracted,Not Distracted,Not Reported
1419,Texas,9610001,961,1,Lateral Move (Left/Right),Not Distracted,Not Distracted,Not Reported
1420,Texas,9610002,961,2,Lateral Move (Going Straight),Not Distracted,Not Distracted,Not Reported
1421,Texas,9630001,963,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
1422,Texas,9640001,964,1,Lateral Move (Left/Right),Not Distracted,Not Distracted,Not Reported
1423,Texas,9640002,964,2,Lateral Move (Going Straight),Not Distracted,Not Distracted,Motor Vehicle
1424,Texas,9650001,965,1,Pedestrian/ Animal,Not Distracted,Not Distracted,Not Reported
1425,Texas,9650002,965,2,Other Crash Type,Not Distracted,Not Distracted,Not Reported
1426,Texas,9660001,966,1,Lateral Move (Left/Right),Not Distracted,Not Distracted,Not Reported
1427,Texas,9660002,966,2,Lateral Move (Going Straight),Not Distracted,Not Distracted,Not Reported
1428,Texas,9670001,967,1,Control/Traction Loss,Not Distracted,Not Distracted,Not Reported
1429,Texas,9680001,968,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
1430,Texas,9690001,969,1,Other Crash Type,Not Distracted,Not Distracted,Driver Did Not Maneuver To Avoid
1431,Texas,9690002,969,2,No Impact,Not Distracted,Not Distracted,Not Reported
1432,Texas,9700001,970,1,Control/Traction Loss,Not Distracted,Not Distracted,Not Reported
1433,Texas,9710001,971,1,End Departure,Not Distracted,Not Distracted,Driver Did Not Maneuver To Avoid
1434,Texas,9720001,972,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
1435,Texas,9730001,973,1,Other Crash Type,Not Distracted,Not Distracted,Driver Did Not Maneuver To Avoid
1436,Texas,9740001,974,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
1437,Texas,9750001,975,1,Specifics Other,Not Distracted,Not Distracted,Not Reported
1438,Texas,9750002,975,2,Specifics Other,Not Distracted,Not Distracted,Not Reported
1439,Texas,9760001,976,1,Pedestrian/ Animal,Not Distracted,Not Distracted,"Pedestrian, Pedalcyclist Or Other Non-Motorist"
1440,Texas,9770001,977,1,Control/Traction Loss,Not Distracted,Not Distracted,Not Reported
1441,Texas,9780001,978,1,Parked Veh.,Not Distracted,Not Distracted,Not Reported
1442,Texas,9790001,979,1,Initial Opposite Directions (Left/Right),"Inattention (Inattentive), Details Unknown","Inattention (Inattentive), Details Unknown",Not Reported
1443,Texas,9790002,979,2,Initial Opposite Directions (Going Straight),Not Distracted,Not Distracted,Not Reported
1444,Texas,9810001,981,1,Pedestrian/ Animal,Not Distracted,Not Distracted,Not Reported
1445,Texas,9820001,982,1,Changing Lanes To The Right,"Inattention (Inattentive), Details Unknown","Inattention (Inattentive), Details Unknown",Motor Vehicle
1446,Texas,9820002,982,2,Other Crash Type,Not Distracted,Not Distracted,Not Reported
1447,Texas,9820003,982,3,Straight Ahead On Left/Right,Not Distracted,Not Distracted,Not Reported
1448,Texas,9830001,983,1,Slower,Not Distracted,Not Distracted,Not Reported
1449,Texas,9830002,983,2,"Slower, Going Straight",Not Distracted,Not Distracted,Not Reported
1450,Texas,9830003,983,3,Other Crash Type,Not Distracted,Not Distracted,Not Reported
1451,Texas,9840001,984,1,Striking From The Left,Not Distracted,Not Distracted,Not Reported
1452,Texas,9840002,984,2,Struck On The Left,Not Distracted,Not Distracted,Not Reported
1453,Texas,9850001,985,1,Struck On The Left,Not Distracted,Not Distracted,Not Reported
1454,Texas,9850002,985,2,Striking From The Left,Not Distracted,Not Distracted,Not Reported
1455,Texas,9860001,986,1,"Stopped, Straight",Not Distracted,Not Distracted,Driver Did Not Maneuver To Avoid
1456,Texas,9860002,986,2,Stopped,Not Distracted,Not Distracted,Not Reported
1457,Texas,9870001,987,1,No Impact,Not Distracted,Not Distracted,Driver Did Not Maneuver To Avoid
1458,Texas,9880001,988,1,Struck On The Left,Not Distracted,Not Distracted,Not Reported
1459,Texas,9880002,988,2,Striking From The Left,Not Distracted,Not Distracted,Not Reported
1460,Texas,9890001,989,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
1461,Texas,9900001,990,1,Specifics Other,Not Distracted,Not Distracted,Not Reported
1462,Texas,9900002,990,2,Specifics Other,Not Distracted,Not Distracted,Not Reported
1463,Texas,9910001,991,1,Avoid Collision With Vehicle,Not Distracted,Not Distracted,Not Reported
1464,Texas,9910002,991,2,Avoid Collision With Vehicle,Not Distracted,Not Distracted,Not Reported
1465,Texas,9920001,992,1,Pedestrian/ Animal,Not Distracted,Not Distracted,Not Reported
1466,Texas,9930001,993,1,Other Crash Type,Not Distracted,Not Distracted,Driver Did Not Maneuver To Avoid
1467,Texas,9930002,993,2,Drive Off Road,Not Distracted,Not Distracted,Not Reported
1468,Texas,9940001,994,1,Specifics Other,Not Distracted,Not Distracted,Not Reported
1469,Texas,9940002,994,2,Specifics Other,Not Distracted,Not Distracted,Not Reported
1470,Texas,9950001,995,1,Slower,Not Distracted,Not Distracted,Not Reported
1471,Texas,9950002,995,2,"Slower, Going Straight",Not Distracted,Not Distracted,Not Reported
1472,Texas,9950003,995,3,Other Crash Type,Not Distracted,Not Distracted,Driver Did Not Maneuver To Avoid
1473,Texas,9950004,995,4,Other Crash Type,Not Distracted,Not Distracted,Not Reported
1474,Texas,9950005,995,5,Other Crash Type,Not Distracted,Not Distracted,Not Reported
1475,Texas,9960001,996,1,Stopped,Not Distracted,Not Distracted,Motor Vehicle
1476,Texas,9960002,996,2,"Stopped, Straight",Not Distracted,Not Distracted,Driver Did Not Maneuver To Avoid
1477,Texas,9970001,997,1,Specifics Other,Not Distracted,Not Distracted,Not Reported
1478,Texas,9970002,997,2,Specifics Other,Not Distracted,Not Distracted,Not Reported
1479,Texas,9970003,997,3,Other Crash Type,Not Distracted,Not Distracted,Driver Did Not Maneuver To Avoid
1480,Texas,9970004,997,4,Other Crash Type,Not Distracted,Not Distracted,Driver Did Not Maneuver To Avoid
1481,Texas,9970005,997,5,Other Crash Type,Not Distracted,Not Distracted,Driver Did Not Maneuver To Avoid
1482,Texas,9970006,997,6,Other Crash Type,Not Distracted,Not Distracted,Driver Did Not Maneuver To Avoid
1483,Texas,9970007,997,7,Other Crash Type,Not Distracted,Not Distracted,Driver Did Not Maneuver To Avoid
1484,Texas,9980001,998,1,Drive Off Road,Not Distracted,Not Distracted,Not Reported
1485,Texas,9990001,999,1,Control/Traction Loss,Not Distracted,Not Distracted,Not Reported
1486,Texas,10000001,1000,1,Specifics Other,Not Distracted,Not Distracted,Not Reported
1487,Texas,10010001,1001,1,Pedestrian/ Animal,Not Distracted,Not Distracted,Not Reported
1488,Texas,10020001,1002,1,Pedestrian/ Animal,Not Distracted,Not Distracted,Not Reported
